right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
25.079872407968907,19.235384061671343,16.76305461424021,13.892443989449804,10.63014581273465,8.06225774829855,11.40175425099138,17.46424919657298,22.20360331117452,22.02271554554524,16.492422502470642,9.219544457292889,6.082762530298219,9.848857801796104,14.0356688476182,17.029386365926403
