right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
31.144823004794873,26.1725046566048,22.80350850198276,19.235384061671343,14.142135623730953,10.0,14.212670403551895,21.840329667841555,28.442925306655784,27.0,19.6468827043885,11.31370849898476,8.94427190999916,15.231546211727816,20.09975124224178,24.0
