right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
28.284271247461906,22.20360331117452,18.68154169226941,15.231546211727816,10.63014581273465,8.06225774829855,12.206555615733702,19.924858845171276,25.495097567963924,24.020824298928627,18.110770276274835,9.433981132056603,5.0990195135927845,10.44030650891055,16.0312195418814,19.026297590440446
