right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
35.73513677041127,29.017236257093817,24.73863375370596,21.470910553583888,16.401219466856727,15.132745950421556,19.1049731745428,26.83281572999748,33.24154027718932,31.575306807693888,22.02271554554524,11.6619037896906,8.54400374531753,16.15549442140351,22.20360331117452,26.019223662515376
