right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
38.3275357934736,27.073972741361768,22.360679774997894,17.46424919657298,12.806248474865695,11.704699910719626,18.35755975068582,27.892651361962702,34.36568055487916,33.015148038438355,24.331050121192877,13.038404810405298,8.06225774829855,14.7648230602334,20.615528128088304,24.186773244895647
