right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
32.0624390837628,42.190046219457976,36.49657518178932,30.083217912982647,22.360679774997894,12.206555615733702,11.40175425099138,19.6468827043885,28.284271247461906,27.073972741361768,17.46424919657298,9.055385138137416,15.264337522473747,26.30589287593181,33.015148038438355,38.05259518088089
