right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
21.0,26.570660511172846,22.84731931759173,19.235384061671343,14.422205101855956,7.615773105863909,7.810249675906654,13.341664064126334,18.110770276274835,18.027756377319943,11.180339887498947,3.605551275463989,5.0990195135927845,13.152946437965904,19.6468827043885,23.08679276123039
