right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
39.56008088970496,32.0624390837628,28.16025568065745,24.186773244895647,19.209372712298546,16.0312195418814,20.518284528683193,29.068883707497267,36.05551275463989,34.36568055487916,24.331050121192877,14.866068747318506,12.36931687685298,19.235384061671343,25.317977802344327,29.017236257093817
