right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
34.20526275297414,35.0,30.4138126514911,24.35159132377184,18.601075237738275,13.152946437965904,16.401219466856727,24.596747752497688,30.675723300355937,29.274562336608895,20.223748416156685,10.63014581273465,11.6619037896906,20.615528128088304,27.459060435491963,32.0624390837628
