right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
30.4138126514911,23.08679276123039,18.68154169226941,15.652475842498529,10.63014581273465,9.486832980505138,14.422205101855956,22.135943621178654,27.65863337187866,27.073972741361768,20.09975124224178,11.6619037896906,6.0,10.770329614269007,16.1245154965971,20.024984394500787
