right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246
36.6742416417845,15.264337522473747,13.0,11.40175425099138,14.142135623730953,21.02379604162864,28.0713376952364,32.38826948140329,35.510561809129406,33.24154027718932,29.154759474226505,23.323807579381203,18.384776310850235,14.422205101855956,12.806248474865695,12.806248474865695
