left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398,right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246,middle_left_right,center_edge_top_left,center_edge_top_right,center_edge_bottom_left,center_edge_bottom_right
30.083217912982647,27.730849247724095,20.808652046684813,14.317821063276353,14.317821063276353,20.591260281974,26.68332812825267,32.01562118716424,37.21558813185679,33.54101966249684,29.120439557122072,22.360679774997898,12.806248474865697,10.295630140987,17.26267650163207,25.709920264364882,33.37663853655727,27.16615541441225,23.40939982143925,20.248456731316587,15.811388300841896,13.341664064126334,17.804493814764857,25.0,31.575306807693888,29.017236257093817,19.6468827043885,11.40175425099138,10.816653826391969,18.027756377319946,22.090722034374522,25.0,658.7518500922787,574.0679402300742,627.8168522746104,514.9310633473184,77.78174593052023
