left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398,right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246,middle_left_right,center_edge_top_left,center_edge_top_right,center_edge_bottom_left,center_edge_bottom_right
28.284271247461902,25.495097567963924,18.973665961010276,10.63014581273465,8.246211251235321,13.038404810405298,18.681541692269406,23.345235059857504,27.073972741361768,24.0,20.024984394500787,13.341664064126334,5.830951894845301,8.06225774829855,17.11724276862369,25.019992006393608,27.16615541441225,24.020824298928627,21.37755832643195,18.027756377319946,14.422205101855956,9.486832980505138,10.63014581273465,18.027756377319946,23.53720459187964,23.0,16.492422502470642,8.48528137423857,7.615773105863909,13.92838827718412,19.1049731745428,22.02271554554524,645.3107778427384,606.9810540700591,628.8290705748263,487.4689733716393,67.00746227100382
