left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398,right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246,middle_left_right,center_edge_top_left,center_edge_top_right,center_edge_bottom_left,center_edge_bottom_right
34.23448553724738,31.400636936215164,24.73863375370596,16.1245154965971,10.770329614269007,13.038404810405298,16.64331697709324,20.248456731316587,25.317977802344327,22.090722034374522,18.0,12.649110640673518,6.324555320336759,11.40175425099138,21.37755832643195,30.01666203960727,28.635642126552707,29.154759474226502,24.515301344262525,20.248456731316587,14.422205101855956,9.219544457292887,12.041594578792296,20.248456731316587,25.709920264364882,25.079872407968907,17.26267650163207,8.48528137423857,8.602325267042627,15.524174696260024,22.02271554554524,26.019223662515376,677.4075582690232,629.4291064131052,658.01291780633,520.5583540776192,81.0
