left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398,right_iris-133,right_iris-33,right_iris-7,right_iris-163,right_iris-144,right_iris-145,right_iris-153,right_iris-154,right_iris-155,right_iris-173,right_iris-157,right_iris-158,right_iris-159,right_iris-160,right_iris-161,right_iris-246,middle_left_right,center_edge_top_left,center_edge_top_right,center_edge_bottom_left,center_edge_bottom_right
31.25699921617557,28.071337695236398,22.02271554554524,13.601470508735444,7.615773105863909,10.63014581273465,15.264337522473747,18.384776310850235,21.840329667841555,19.235384061671343,16.0,11.704699910719626,7.0710678118654755,12.041594578792296,20.615528128088304,27.65863337187866,30.083217912982647,26.0,21.213203435596427,16.76305461424021,12.206555615733702,9.0,14.142135623730951,21.02379604162864,27.202941017470888,26.476404589747453,19.0,9.486832980505138,5.0990195135927845,11.704699910719626,18.24828759089466,22.02271554554524,753.7910851157634,690.4353698935187,729.8636859030596,599.917494327345,68.65857557508748
