left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
23.021728866442675,20.0,15.033296378372908,8.246211251235321,3.0,8.94427190999916,13.601470508735444,17.46424919657298,21.213203435596427,18.110770276274835,14.0356688476182,9.055385138137416,3.1622776601683795,6.708203932499369,14.317821063276352,20.223748416156685
