left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
25.019992006393608,21.213203435596427,14.866068747318506,8.06225774829855,10.63014581273465,18.027756377319943,23.53720459187964,28.16025568065745,32.01562118716424,29.017236257093817,25.179356624028344,18.68154169226941,10.63014581273465,7.615773105863909,15.231546211727816,21.095023109728988
