left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
33.52610922848042,30.083217912982647,23.259406699226016,14.866068747318506,9.055385138137416,11.40175425099138,15.811388300841896,20.223748416156685,25.0,21.095023109728988,16.278820596099706,9.433981132056603,5.385164807134504,12.36931687685298,21.095023109728988,29.832867780352597
