left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
33.37663853655727,29.614185789921695,24.041630560342615,15.0,10.0,16.401219466856727,22.47220505424423,27.459060435491963,33.06055050963308,30.0,26.076809620810597,19.6468827043885,10.63014581273465,10.0,19.6468827043885,28.0178514522438
