left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
24.041630560342615,21.18962010041709,17.46424919657298,11.31370849898476,8.06225774829855,9.899494936611664,13.0,15.297058540778355,18.0,16.1245154965971,13.341664064126334,8.94427190999916,5.0,8.54400374531753,15.0,21.37755832643195
