left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
25.317977802344327,22.360679774997894,18.68154169226941,12.529964086141668,6.708203932499369,7.211102550927978,10.295630140987,13.341664064126334,16.0312195418814,14.0356688476182,11.180339887498947,8.06225774829855,5.0990195135927845,9.848857801796104,16.1245154965971,22.02271554554524
