left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
28.284271247461906,24.73863375370596,18.788294228055936,12.529964086141668,13.92838827718412,20.0,25.495097567963924,28.460498941515414,32.38826948140329,29.154759474226505,26.0,19.4164878389476,10.0,8.06225774829855,16.492422502470642,24.0
