left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
24.020824298928627,21.02379604162864,14.317821063276352,7.211102550927978,10.0,17.0,22.135943621178654,25.96150997149434,29.42787793912432,26.1725046566048,22.02271554554524,16.1245154965971,8.06225774829855,6.708203932499369,13.92838827718412,21.213203435596427
