left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
22.20360331117452,20.223748416156685,15.524174696260024,9.433981132056603,5.0990195135927845,7.810249675906654,11.704699910719626,14.560219778561036,18.110770276274835,16.0312195418814,13.038404810405298,8.54400374531753,5.0990195135927845,7.810249675906654,14.317821063276352,19.0
