left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
26.68332812825267,25.0,20.248456731316587,13.038404810405298,7.615773105863909,8.602325267042627,11.180339887498947,13.341664064126334,17.0,15.033296378372908,12.36931687685298,8.06225774829855,5.0990195135927845,10.44030650891055,18.0,23.345235059857504
