left_iris-362,left_iris-382,left_iris-381,left_iris-380,left_iris-374,left_iris-373,left_iris-390,left_iris-249,left_iris-263,left_iris-466,left_iris-388,left_iris-387,left_iris-386,left_iris-385,left_iris-384,left_iris-398
23.08679276123039,20.024984394500787,15.033296378372908,8.54400374531753,4.123105625617661,8.602325267042627,12.083045973594572,15.811388300841896,18.68154169226941,16.278820596099706,13.038404810405298,8.06225774829855,4.0,8.06225774829855,15.524174696260024,20.223748416156685
